
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000270                       # Number of seconds simulated (Second)
simTicks                                    270322000                       # Number of ticks simulated (Tick)
finalTick                                   270322000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      1.09                       # Real time elapsed on the host (Second)
hostTickRate                                248790890                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     680620                       # Number of bytes of host memory used (Byte)
simInsts                                       196825                       # Number of instructions simulated (Count)
simOps                                         359751                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   181132                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     331066                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                           540645                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               2.746831                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.364056                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                          470998                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      542                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                         438662                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    961                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               111783                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            184915                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 212                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples              416835                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.052364                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.991091                       # Number of insts issued each cycle (Count)
system.l2.demandMisses::cpu.data                 2716                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                    4297                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.inst                1581                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data                2716                       # number of overall misses (Count)
system.l2.overallMisses::total                   4297                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.inst       121590000                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data       213813000                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total          335403000                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst      121590000                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data      213813000                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total         335403000                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.inst               1790                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data               3110                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total                  4900                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst              1790                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data              3110                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total                 4900                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.inst           0.883240                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.873312                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.876939                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.883240                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.873312                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.876939                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.inst 76907.020873                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.data 78723.490427                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    78055.154759                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.inst 76907.020873                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.data 78723.490427                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   78055.154759                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.demandMshrMisses::cpu.inst             1581                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.data             2716                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total                4297                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu.inst            1581                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.data            2716                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total               4297                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu.inst    105790000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.data    186653000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total      292443000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.inst    105790000                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.data    186653000                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total     292443000                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu.inst       0.883240                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.data       0.873312                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.876939                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu.inst      0.883240                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu.data      0.873312                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.876939                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu.inst 66913.345984                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu.data 68723.490427                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::total 68057.481964                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.inst 66913.345984                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.data 68723.490427                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::total 68057.481964                       # average overall mshr miss latency ((Tick/Count))
system.l2.replacements                              0                       # number of replacements (Count)
system.l2.ReadCleanReq.hits::cpu.inst             209                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::total                209                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.misses::cpu.inst          1581                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::total             1581                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.missLatency::cpu.inst    121590000                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::total    121590000                       # number of ReadCleanReq miss ticks (Tick)
