
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000313                       # Number of seconds simulated (Second)
simTicks                                    312870000                       # Number of ticks simulated (Tick)
finalTick                                   312870000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      1.48                       # Real time elapsed on the host (Second)
hostTickRate                                211974273                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     681608                       # Number of bytes of host memory used (Byte)
simInsts                                       266593                       # Number of instructions simulated (Count)
simOps                                         510279                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   180609                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     345699                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                           625741                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               2.347177                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.426044                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                          660929                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      959                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                         616628                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1500                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               151603                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            249525                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 221                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples              481398                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.280911                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.168898                       # Number of insts issued each cycle (Count)
system.cpu.rob.reads                          1082172                       # The number of ROB reads (Count)
system.cpu.rob.writes                         1340858                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                   266593                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                     510279                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    81                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       500                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu.inst                    434                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.data                    374                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                       808                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu.inst                   434                       # number of overall hits (Count)
system.l2.overallHits::cpu.data                   374                       # number of overall hits (Count)
system.l2.overallHits::total                      808                       # number of overall hits (Count)
system.l2.demandMisses::cpu.inst                 1814                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.data                 2744                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                    4558                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.inst                1814                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data                2744                       # number of overall misses (Count)
system.l2.overallMisses::total                   4558                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.inst       140684000                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data       214834500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total          355518500                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst      140684000                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data      214834500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total         355518500                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.inst               2248                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data               3118                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total                  5366                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst              2248                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data              3118                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total                 5366                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.inst           0.806940                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.880051                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.849422                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.806940                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.880051                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.849422                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.inst 77554.575524                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.data 78292.456268                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    77998.793330                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.inst 77554.575524                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.data 78292.456268                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   77998.793330                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.demandMshrMisses::cpu.inst             1814                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.data             2744                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total                4558                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu.inst            1814                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.data            2744                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total               4558                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu.inst    122554000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.data    187394500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total      309948500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.inst    122554000                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.data    187394500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total     309948500                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu.inst       0.806940                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.data       0.880051                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.849422                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu.inst      0.806940                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu.data      0.880051                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.849422                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu.inst 67560.088203                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu.data 68292.456268                       # average overall mshr miss latency ((Tick/Count))
